"id","bag_id","naam","lat","lon","geonames","tgn"
"491","1439","Bentelo","52.2179434085","6.68746409764","http://www.geonames.org/2759180","http://vocab.getty.edu/tgn/7258769"
"492","1551","Heemserveen","52.5875808404","6.56412961406","http://www.geonames.org/2754698","http://vocab.getty.edu/tgn/7266018"
"493","1440","Delden","52.2587452457","6.70581136332","http://www.geonames.org/2757370","http://vocab.getty.edu/tgn/7006933"
"494","1441","Diepenheim","52.1918257043","6.57660283199","http://www.geonames.org/2756878","http://vocab.getty.edu/tgn/1047720"
"495","1604","Schiphol-Rijk","52.2819072372","4.76039457802",,
"496","1442","Goor","52.2378066789","6.5896491106","http://www.geonames.org/2755449","http://vocab.getty.edu/tgn/1047794"
"497","1605","Leimuiderbrug","52.2352623657","4.6640227889","http://www.geonames.org/2751748","http://vocab.getty.edu/tgn/7263887"
"498","1443","Hengevelde","52.203357505","6.63631431086","http://www.geonames.org/2754389","http://vocab.getty.edu/tgn/7266493"
"499","1444","Markelo","52.2353633402","6.51337170373","http://www.geonames.org/2751161","http://vocab.getty.edu/tgn/7006936"
"500","1445","Aarle-Rixtel","51.5138732775","5.6493989683","http://www.geonames.org/6698718","http://vocab.getty.edu/tgn/1047598"
"501","1446","Beek en Donk","51.5425659856","5.63241844273","http://www.geonames.org/8436503","http://vocab.getty.edu/tgn/1137024"
"502","1447","Lieshout","51.5170065702","5.58938675486","http://www.geonames.org/2751627","http://vocab.getty.edu/tgn/1047916"
"503","1448","Mariahout","51.5440574784","5.57008567273","http://www.geonames.org/2751189","http://vocab.getty.edu/tgn/7269451"
"504","1789","Drouwenerveen","52.9663751875","6.85957790568","http://www.geonames.org/2756548","http://vocab.getty.edu/tgn/7260879"
"505","1449","Beers NB","51.7216627005","5.81870957812","http://www.geonames.org/2759309","http://vocab.getty.edu/tgn/7258340"
"506","1790","Ees","52.8989240192","6.81127476028","http://www.geonames.org/2756329","http://vocab.getty.edu/tgn/7261780"
"507","1450","Cuijk","51.7277861803","5.86930333638","http://www.geonames.org/2757874","http://vocab.getty.edu/tgn/7006847"
"508","1791","Eesergroen","52.8902827477","6.78034801507","http://www.geonames.org/2756327","http://vocab.getty.edu/tgn/7261778"
"509","1451","Haps","51.6923135711","5.86141879061","http://www.geonames.org/2754868","http://vocab.getty.edu/tgn/7262387"
"510","1452","Katwijk NB","51.7509931343","5.86097691025","http://www.geonames.org/2753013","http://vocab.getty.edu/tgn/7264490"
"511","1453","Linden","51.7479480736","5.81735929482","http://www.geonames.org/2755115",
"512","1516","Kronenberg","51.4148445695","5.986073428","http://www.geonames.org/2752228","http://vocab.getty.edu/tgn/7264796"
"513","1454","Sint Agatha","51.708753275","5.90440126824","http://www.geonames.org/2747303","http://vocab.getty.edu/tgn/7270677"
"514","1455","Vianen NB","51.7175677359","5.85396379585","http://www.geonames.org/2745581","http://vocab.getty.edu/tgn/7272426"
